protocol_id,elem_id,speaker_name,speaker_i_ort,speaker_party,speaker_born,speaker_wiki_id,comments,text,link,Resposibility
prot-1916--fk--83,i-YXRUyQfFpZ85gDcuYQpQSu,Halfred von Koch,"Stockholm, senare Djursholm","lib s, fris",1872-01-13,Q1511698,,Herr von Koch:,https://betalab.kb.se/prot-1916--fk--83/prot_1916__fk__83-028.jp2/_view,Mattias
prot-1916--fk--37,i-YXsfWbtPFdfv7JniLohvV9,Carl Swartz,"Norrköping, senare Stockholm","Första kammarens minoritetsparti, Första kammarens moderata parti, Nationella partiet inom första kammaren",1858-06-05,Q53305,Även statsminister och finansminister,Herr Swartz:,https://betalab.kb.se/prot-1916--fk--37/prot_1916__fk__37-004.jp2/_view,Mattias
prot-1916--fk--40,i-Yc9dnQXuddtFCmKkXECY6X,Axel Hansson Wachtmeister,Karlskrona,"prot, fh, n",1855-09-19,Q6227924,,"Greve Wachtmeister, Axel:",https://betalab.kb.se/prot-1916--fk--40/prot_1916__fk__40-022.jp2/_view,Mattias
prot-1916--ak--30,i-YYkFEtc3qANmXqK3YNrcia,Olof Nilsson,Tånga,s,1863-07-06,Q6011492,,Herr Nilsson i Tånga:,https://betalab.kb.se/prot-1916--ak--30/prot_1916__ak__30-040.jp2/_view,Mattias
prot-1916--ak--73,i-YaUUXJm9TcvUub95ZNHiW3,Carl Persson,Stallerhult,"lmp, nya lmp, gamla lmp, lmb",1844-10-22,Q6042697,,Herr Persson i Stallerhult:,https://betalab.kb.se/prot-1916--ak--73/prot_1916__ak__73-031.jp2/_view,Mattias
prot-1916--ak--52,i-YcRuZFFFKGn56RRNJRjbQR,Jöns Persson,Västervik,s,1873-06-16,Q111722285,,Herr Persson i Västervik:,https://betalab.kb.se/prot-1916--ak--52/prot_1916__ak__52-054.jp2/_view,Mattias
prot-1917--fk--38,i-YZy1qjyFobxU8uUmspV6t9,Alfred Petrén,"Stockholm, senare Uppsala",s,1867-03-17,Q6045861,,Herr Petrén:,https://betalab.kb.se/prot-1917--fk--38/prot_1917__fk__38-046.jp2/_view,Mattias
prot-1917--fk--22,i-Ya6bpdrUNR4QrHxgrsmmk5,Jacob Spens,"Jönköping, senare Stockholm","fh, n",1861-10-09,Q6185494,,Greve Spens:,https://betalab.kb.se/prot-1917--fk--22/prot_1917__fk__22-003.jp2/_view,Mattias
prot-1917--fk--20,i-YbEHeuCcV49dChBKPXY31E,Halfred von Koch,"Stockholm, senare Djursholm","lib s, fris",1872-01-13,Q1511698,,Herr von Koch:,https://betalab.kb.se/prot-1917--fk--20/prot_1917__fk__20-060.jp2/_view,Mattias
prot-1917--ak--20,i-ULqzhWcU8RgP3Fuoh6z7ji,Theodor Adelswärd,Åtvidaberg,"vänstervilde, lib s",1860-10-13,Q5542641,,Ang. gransk- Herr Adelswärd:,https://betalab.kb.se/prot-1917--ak--20/prot_1917__ak__20-051.jp2/_view,Mattias
prot-1917--ak--70,i-ULu9bwqhqRszAgPHKJq5HV,Fredrik Thorsson,Ystad,s,1865-05-30,Q6209474,Även finans- och handelsminister,Herr Thorsson:,https://betalab.kb.se/prot-1917--ak--70/prot_1917__ak__70-027.jp2/_view,Mattias
prot-1917--ak--68,i-UMdfuebNKwfXf18FS7oxeW,Albert Petersson,Lidingö villastad,lmb,1851-04-07,Q6045216,"Statsråd, i Riksdagen 1912-17",Herr Petersson i Lidingö villastad:,https://betalab.kb.se/prot-1917--ak--68/prot_1917__ak__68-033.jp2/_view,Mattias
prot-1918--fk--36,i-YYufGyMHS1kQiu3qJqhHXH,Ernst Söderberg,Stockholm,s,1871-01-09,Q6201541,,Herr Söderberg:,https://betalab.kb.se/prot-1918--fk--36/prot_1918__fk__36-053.jp2/_view,Mattias
prot-1918--fk--6,i-YYxN6rdwkzF5xFfdYJYRf4,Theodor Odelberg,Enskede,"prot, första kammarens nationalistiska parti",1847-12-21,Q6022267,,Herr vice talmannen erhöll på begäran ordet och anförde:,https://betalab.kb.se/prot-1918--fk--6/prot_1918__fk__6-007.jp2/_view,Mattias
prot-1918--fk--11,i-YayYMZkhPgZ4DCw4PK1B2s,Johan Beck-Friis,"Söderö, senare Stockhom","prot, fh, n, mod vilde",1862-01-25,Q5568216,Även minister,Friherre Beck-Friis:,https://betalab.kb.se/prot-1918--fk--11/prot_1918__fk__11-000.jp2/_view,Mattias
prot-1918--ak--69,i-ViKLAiEex6UK2szDFrKp58,Erik Nylander,Stockholm,"lmb, h, ",1885-01-30,Q6019845,,Herr Nylander:,https://betalab.kb.se/prot-1918--ak--69/prot_1918__ak__69-055.jp2/_view,Mattias
prot-1918--ak--47,i-VifpArFR9QZyxgNXn3XJWQ,Sven Bengtsson,Norup,"lib s, fris, fp",1866-12-09,Q5570408,,Herr Bengtsson:,https://betalab.kb.se/prot-1918--ak--47/prot_1918__ak__47-020.jp2/_view,Mattias
prot-1918--ak--42,i-VjcDbwhAcPhKMbWxt87WYB,Olof Olsson,Kullenbergstorp,"högervild, jfg, bf",1859-02-06,Q6027664,,Herr Olsson i Kullenbergstorp:,https://betalab.kb.se/prot-1918--ak--42/prot_1918__ak__42-019.jp2/_view,Mattias
prot-1919--fk--44,i-YBT6VdgZQ24waJhn5nEE3t,Carl Gustaf Ekman,"Eskilstuna, senare Stockholm","lib s, fris",1872-10-06,Q5591726,"Även statsminister, minister","Herr Ekman, Carl Gustaf:",https://betalab.kb.se/prot-1919--fk--44/prot_1919__fk__44-058.jp2/_view,Mattias
prot-1919--fk--36,i-YCdrP7a9jnpbZT96nduMMz,Ernst Lindblad,Närlunda,"lmp, prot, fh, n",1857-08-28,Q5591727,,"Herr Lindblad, Ernst:",https://betalab.kb.se/prot-1919--fk--36/prot_1919__fk__36-064.jp2/_view,Mattias
prot-1919--fk--43,i-YCf3zQ5JHZPsLy58pHPEGY,Fredrik Holmquist,Falun,lib s,1857-09-29,Q5811763,Uppgift om parti ej funnen i Svenskt porträtt arkiv,Herr Holmquist:,https://betalab.kb.se/prot-1919--fk--43/prot_1919__fk__43-000.jp2/_view,Mattias
prot-1919--ak--37,i-VGMFmQgfZyhXH2pvYSWpni,Bernhard Eriksson,"Grängesberg, senare Falun",s,1878-04-19,Q4894168,,Herr Eriksson i Grängesberg:,https://betalab.kb.se/prot-1919--ak--37/prot_1919__ak__37-067.jp2/_view,Mattias
prot-1919-urtima-ak--11,i-VH1XJjJLTtCXsJ5EsRZgG2,Robert Karlsson,"Fjäl, senare Gasabäck","lib s, fris",1869-10-25,Q5902054,,Herr Karlsson i Gasabäck:,https://betalab.kb.se/prot-1919-urtima-ak--11/prot_1919_urtima_ak__11-039.jp2/_view,Mattias
prot-1919-urtima-ak--7,i-VHGGKaoBAJLvdozXX3o8jY,Raoul Hamilton,Ovesholm,"prot, vänstervilde, lib s, fris",1855-10-17,Q5786333,,"Herr vice talmannen, som yttrade:",https://betalab.kb.se/prot-1919-urtima-ak--7/prot_1919_urtima_ak__7-000.jp2/_view,Mattias
prot-1920--fk--46,i-UQSmwEHZCUvEmE6qNskVcW,Theodor Adelswärd,Åtvidaberg,"vänstervilde, lib s",1860-10-13,Q5542641,,Friherre Adelswärd:,https://betalab.kb.se/prot-1920--fk--46/prot_1920__fk__46-034.jp2/_view,Mattias
prot-1920--fk--35,i-UQoj2nzpyTHud1zYhDEmN2,Nils Alexandersson,Stockholm,lib s,1875-04-15,Q5546274,,Herr Alexanderson:,https://betalab.kb.se/prot-1920--fk--35/prot_1920__fk__35-000.jp2/_view,Mattias
prot-1920--fk--23,i-URZo4iKG3cCMHtWS97TVYX,Gustaf Nilsson,Kristianstad,s,1880-10-15,Q6010346,,"Nilsson, Gustaf:",https://betalab.kb.se/prot-1920--fk--23/prot_1920__fk__23-038.jp2/_view,Mattias
prot-1920--ak--31,i-SUN9P6D29bx15mvWH1As8y,Olof Olsson,Kullenbergstorp,"högervilde, jfg, bf",1859-02-06,Q6027664,,Herr Olsson i Kullenbergstorp:,https://betalab.kb.se/prot-1920--ak--31/prot_1920__ak__31-038.jp2/_view,Mattias
prot-1920--ak--32,i-SVGSDPiprXkQAHdvA6wHy9,Bernhard Nilsson,Södra landeryd,"Lmp, lmb, n, h",1874-08-01,Q6009800,,Herr Nilsson i Landeryd:,https://betalab.kb.se/prot-1920--ak--32/prot_1920__ak__32-073.jp2/_view,Mattias
prot-1920--ak--49,i-SVKQQ5Zjr1W918m63hXLyR,Werner Bäckström,"Bjursholm, senare Teg","lib s, fris",1866-09-24,Q5591765,,Herr Bäckström:,https://betalab.kb.se/prot-1920--ak--49/prot_1920__ak__49-003.jp2/_view,Mattias
prot-1921--fk--3,i-V4NYvv2Y8TjUtk4BmruFVw,Erik August Enhörning,Kubikenborg,"mod, n",1860-05-18,Q5713371,,Herr En hör ning:,https://betalab.kb.se/prot-1921--fk--3/prot_1921__fk__3-085.jp2/_view,Mattias
prot-1921--fk--12,i-V4wdrEKFuYy5VfeoX4ocKP,Carl Lindhagen,"Stockholm, senare Äppelviken och Ålsten","folk p, lib s, vänstervilde, s, s vgr, vänstersocialistisk vilde",1860-12-17,Q55955,,Herr Lindhagen:,https://betalab.kb.se/prot-1921--fk--12/prot_1921__fk__12-042.jp2/_view,Mattias
prot-1921--fk--29,i-V5gYF2LEEhFseiKZL7tvhN,Ollas Eriksson,Östanfors,lib s,1872-04-27,Q5717066,,"Herr Ericsson, Ollas:",https://betalab.kb.se/prot-1921--fk--29/prot_1921__fk__29-031.jp2/_view,Mattias
prot-1921--ak--12,i-Q9nALfZ9CLRJxbTwpeyXsF,Louis De Geer,"Hanaskog, senare Kristianstad","Första kammarnes minioritetsparti, mod, lib, s, fris vilde",1854-11-27,Q53626,Även statsminister,"Hans excellens, herr statsministern, friherre De Geer:",https://betalab.kb.se/prot-1921--ak--12/prot_1921__ak__12-048.jp2/_view,Mattias
prot-1921--ak--22,i-Q9zPMKA7Mi4hrrhckK2o36,Knut Dahlberg,,,1877-05-23,Q5615158,"Ej yttrande. Namn kursiverat. Avlämnande av proposition. Jordbruksminister, konsultativt statsråd, ej i Riksdagsledamot",Herr statsrådet Dahlberg avlämnade Kungl. Maj:,https://betalab.kb.se/prot-1921--ak--22/prot_1921__ak__22-046.jp2/_view,Mattias
prot-1921--ak--15,i-QAvkpQkFwLA2jhsL6pMuGi,Nils Winkler,Malmö,lmb,1870-10-18,Q6244378,,Herr Winkler:,https://betalab.kb.se/prot-1921--ak--15/prot_1921__ak__15-060.jp2/_view,Mattias
prot-1922--fk--33,i-YYuuqfiKqJQ2yrYwQRi1ZJ,Sam Clason,"Lund, Stockholm","prot, fh, n",1867-06-23,Q5609612,,Herr Clason:,https://betalab.kb.se/prot-1922--fk--33/prot_1922__fk__33-102.jp2/_view,Mattias
prot-1922--fk--33,i-YZ9D64mGPUD7Tx2bdr5XHP,Axel Rune ,Västervik,lib,1866-04-22,(Q6083558,,Herr Rune:,https://betalab.kb.se/prot-1922--fk--33/prot_1922__fk__33-020.jp2/_view,Mattias
prot-1922--fk--24,i-Yc7Ja3fcRVbP3ube8hgN44,Ernst Åström,Hagalund,s,1876-07-15,Q6256046,,Herr Åström:,https://betalab.kb.se/prot-1922--fk--24/prot_1922__fk__24-055.jp2/_view,Mattias
prot-1922--ak--34,i-X4qomzuNPNzySEFxXCpTZD,Lars Borggren,Ängelholm,s,1876-02-08,Q5582507,,Herr Borggren:,https://betalab.kb.se/prot-1922--ak--34/prot_1922__ak__34-061.jp2/_view,Mattias
prot-1922--ak--7,i-X51w9QBxMDpxcKnCNesYi5,Helmer Molander,"Häbro, senare Härnösand","k, kommunistisk vilde, s",1892-06-26,Q5990912,,Herr Molander:,https://betalab.kb.se/prot-1922--ak--7/prot_1922__ak__7-029.jp2/_view,Mattias
prot-1922--ak--44,i-X5j9xted2g63c9Xg5bpWPv,Richard Hermelin,Fröllinge,"n, lmb",1862-04-02,Q5802636,,Herr Hermelin:,https://betalab.kb.se/prot-1922--ak--44/prot_1922__ak__44-058.jp2/_view,Mattias
prot-1923--fk--27,i-YY5q9iJeeJosknTyvDc1Xo,Anders Örne,Stockholm,s,1881-10-01,Q6257291,,Herr statsrådet Örne:,https://betalab.kb.se/prot-1923--fk--27/prot_1923__fk__27-033.jp2/_view,Mattias
prot-1923--fk--6,i-YYDkbFNYp7wsb93SYGA7Pt,Carl Lindhagen,"Stockholm, senare Äppelviken och Ålsten","folk p, lib s, vänstervilde, s, s vgr, vänstersocialistisk vilde",1860-12-17,Q55955,OCR-tolkningsfel på namnet,Herr Li i n d he a g e n:,https://betalab.kb.se/prot-1923--fk--6/prot_1923__fk__6-005.jp2/_view,Mattias
prot-1923--fk--37,i-Yajh5JNGQzvSvacEaEahy2,Carl Reuterskiöld,Uppsala,"vilde, bf",1870-01-12,Q6068957,,Herr Reuterskiöld:,https://betalab.kb.se/prot-1923--fk--37/prot_1923__fk__37-033.jp2/_view,Mattias
prot-1923--ak--34,i-YZj1FsneXryL5TRBdU8HLH,Per Albin Hansson,"Stockholm, senare Ålsten",s,1885-10-28,Q53660,"Även statsminister, minister",Herr Hansson i Stockholm:,https://betalab.kb.se/prot-1923--ak--34/prot_1923__ak__34-013.jp2/_view,Mattias
prot-1923--ak--17,i-YZwuc4FEdcdTygy777oUht,Olof Nilsson,Tånga,s,1863-07-06,Q6011492,,Herr Nilsson i Tånga:,https://betalab.kb.se/prot-1923--ak--17/prot_1923__ak__17-066.jp2/_view,Mattias
prot-1923--ak--32,i-YcRVoVCrq6q1ZGy2srJ7Y4,Bernhard Eriksson,"Grängesberg, senare Falun",s,1878-04-19,Q4894168,,Herr Eriksson i Grängesberg:,https://betalab.kb.se/prot-1923--ak--32/prot_1923__ak__32-129.jp2/_view,Mattias
prot-1924--fk--14,i-YZ7yag6Wk8cgBCQ2AfMe44,Gustav Rosén,"Umeå, senare Stockholm åter Umeå","lib s, fris",1876-04-02,Q6079285,,Herr Rosén:,https://betalab.kb.se/prot-1924--fk--14/prot_1924__fk__14-058.jp2/_view,Mattias
prot-1924--fk--45,i-YaepQk6DNp63DGb6neitg7,Carl Lindhagen,"Stockholm, senare Äppelviken och Ålsten","folk p, lib s, vänstervilde, s, s vgr, vänstersocialistisk vilde",1860-12-17,Q55955,,Herr Lindhagen:,https://betalab.kb.se/prot-1924--fk--45/prot_1924__fk__45-055.jp2/_view,Mattias
prot-1924--fk--41,i-YcL5KNXCFnDetGaAFvnCkH,Nils Lindstrand,Valdermarsvik,s,1869-06-21,Q5958273,,Herr Lindstrand:,https://betalab.kb.se/prot-1924--fk--41/prot_1924__fk__41-055.jp2/_view,Mattias
prot-1924--ak--36,i-X6XgrQ6EtRUco1S8CUcsVK,Erik Röing,Göteborg,"lib s, lib",1866-08-03,Q6086670,,Herr Röing:,https://betalab.kb.se/prot-1924--ak--36/prot_1924__ak__36-079.jp2/_view,Mattias
prot-1924--ak--20,i-X7CseESg9wPHYPAQQGFz9a,David Norman,Åvadet,lmb,1879-06-24,Q6017129,,Herr Norman:,https://betalab.kb.se/prot-1924--ak--20/prot_1924__ak__20-049.jp2/_view,Mattias
prot-1925--fk--38,i-YWJiSeKVRpCqckhVaXom2b,Johan Nilsson,"Skottland, senare Kristianstad","mod, n, h, vilde",1873-08-21,Q6010694,Partier saknas i Wikidata,"Herr Nilsson, Johan, i Kristianstad:",https://betalab.kb.se/prot-1925--fk--38/prot_1925__fk__38-012.jp2/_view,Mattias
prot-1925--fk--37,i-YaX4jZ9Q54LnHeLmTN1M8x,Edvard Björnsson,Borås,s,1878-09-24,Q5578351,,Herr Björnsson:,https://betalab.kb.se/prot-1925--fk--37/prot_1925__fk__37-132.jp2/_view,Mattias
prot-1925--fk--11,i-Yc9eGqm9VwhxnZbgfNYjEi,Adolf Berge,Hagalund,s,1869-11-06,Q5571488,,Herr Berge:,https://betalab.kb.se/prot-1925--fk--11/prot_1925__fk__11-053.jp2/_view,Mattias
prot-1925--ak--44,i-YaVXmYhXTvEQpJyGw4Wz7b,Helge Bäcklund,"Falköping-Ranten, senare Falköping",s,1880-08-25,Q5591597,,Herr Bäcklund:,https://betalab.kb.se/prot-1925--ak--44/prot_1925__ak__44-027.jp2/_view,Mattias
prot-1925--ak--25,i-YbHHpPqyt5bMfjCSo9WFgG,Jonny Fjellman,Ystad,lmb,1877-02-06,Q5732323,,Herr Fjellman:,https://betalab.kb.se/prot-1925--ak--25/prot_1925__ak__25-062.jp2/_view,Mattias
prot-1925--ak--41,i-Ybt963zKuL311VALeSpVc7,Nelly Thüring,Göteborg,s,1875-06-21,Q4982770,"Namn fel OCR-tolkat, ska vara Thüring",Fru Thiring:,https://betalab.kb.se/prot-1925--ak--41/prot_1925__ak__41-073.jp2/_view,Mattias
prot-1926--fk--19,i-Ya46hmkCVhv2whxanv2gbp,Olof Bergqvist,Luleå,"n, h",1862-09-24,Q5573026,Parti saknas i Wikidata,Herr Bergqvist:,https://betalab.kb.se/prot-1926--fk--19/prot_1926__fk__19-050.jp2/_view,Mattias
prot-1926--fk--33,i-YaCdDrC7xSCP4MPKiwcKbS,Erik Anderson,Hägelåkra,"lmp. lmb. n, h",1870-08-11,Q5553493,Partier saknas i Wikidata,"Herr Anderson, Erik:",https://betalab.kb.se/prot-1926--fk--33/prot_1926__fk__33-108.jp2/_view,Mattias
prot-1926--fk--39,i-YbX6qE8E4sNNLa3a24fjiY,Nils Gabrielsson,Teg,"bf, n, h",1876-04-14,Q5748895,,Herr Gabrielsson:,https://betalab.kb.se/prot-1926--fk--39/prot_1926__fk__39-117.jp2/_view,Mattias
prot-1926--ak--10,i-Wf6Sfz2tFavvsLTw1eM3Ku,Axel Lindqvist,"Kosta, senare Halmstad",s,1878-10-23,Q5957397,,Herr Lindqvist i Halmstad:,https://betalab.kb.se/prot-1926--ak--10/prot_1926__ak__10-016.jp2/_view,Mattias
prot-1926--ak--24,i-WfuKoUStnqaNh4RkxfDeQb,Emil Kristensson,Göteborg,s,1879-09-13,Q5923213,,Herr Kristensson i Göteborg:,https://betalab.kb.se/prot-1926--ak--24/prot_1926__ak__24-001.jp2/_view,Mattias
prot-1926--ak--35,i-WgX6TyjUnUAcaqgZ6jKejQ,Olof Nilsson,Tånga,s,1863-07-06,Q6011492,,Herr Nilsson i Tånga:,https://betalab.kb.se/prot-1926--ak--35/prot_1926__ak__35-039.jp2/_view,Mattias
prot-1927--fk--38,i-Ybu2Q9KLacoNvCy9tzrUUy,William Linder,"Stockholm, senare Malmö",s,1876-06-03,Q5955520,,Herr Linder:,https://betalab.kb.se/prot-1927--fk--38/prot_1927__fk__38-016.jp2/_view,Mattias
prot-1927--fk--41,i-Yc2nrY1tDFAB7pUK8msdB1,Leonard Tjällgren,Tjäll,bf,1878-09-28,Q6212098,,Herr Tjällgren:,https://betalab.kb.se/prot-1927--fk--41/prot_1927__fk__41-038.jp2/_view,Mattias
prot-1927--fk--30,i-YcVLtRXJRRBBrVscKrJGUB,Carl Gustaf Ekman,"Eskilstuna, senare Stockholm","lib s, fris",1872-10-06,Q53642,"Även statsminister, minister","Hans excellens herr statsministern Ekman, som meddelat, att han ämnade Ang. ny gruvvid detta sammanträde besvara herr Lindhagens interpellation angående ny lagstiftning. gruvlagstiftning, erhöll ordet och anförde:",https://betalab.kb.se/prot-1927--fk--30/prot_1927__fk__30-000.jp2/_view,Mattias
prot-1927--ak--26,i-WmuXdvLiuiKzKCh8A7JG3X,Helge Bäcklund,"Falköping-Ranten, senare Falköping",s,1880-08-25,Q5591597,,Herr Bäcklund:,https://betalab.kb.se/prot-1927--ak--26/prot_1927__ak__26-031.jp2/_view,Mattias
prot-1927--ak--35,i-WosfGXZb68vrF9DUqzDwwB,Mauritz Västberg,"Sundsvall, senare åkeshov",s,1886-09-17,Q6227721,,Herr Västberg:,https://betalab.kb.se/prot-1927--ak--35/prot_1927__ak__35-034.jp2/_view,Mattias
prot-1927--ak--3,i-Wp5rjUew3jKcwLApyvPqiU,Ernst Lindley,Söderhamn,s,1878-02-18,Q5956993,Ej yttrande. Namn kursiverat. Avlämnande av motion.,herr Lindley:,https://betalab.kb.se/prot-1927--ak--3/prot_1927__ak__3-117.jp2/_view,Mattias
prot-1928--fk--20,i-YWhQLjQ9QE33cqtXVzWZMo,Einar Thulin,Stocksund,s,1883-02-27,Q6209652,,Herr Thulin:,https://betalab.kb.se/prot-1928--fk--20/prot_1928__fk__20-011.jp2/_view,Mattias
prot-1928--fk--17,i-YYmbf2UKgvBfEAJCKKhtxZ,Herman Kvarnzelius,Signelund,"folkp. lib s, fris",1864-11-13,Q5927431,,Herr Kvarnzelius:,https://betalab.kb.se/prot-1928--fk--17/prot_1928__fk__17-023.jp2/_view,Mattias
prot-1928--fk--8,i-YZtEewnxTRTvQg5rhgnCWg,Carl Lindhagen,"Stockholm, senare Äppelviken och Ålsten","folk p, lib s, vänstervilde, s, s vgr, vänstersocialistisk vilde",1860-12-17,Q55955,,Herr Lindhagen:,https://betalab.kb.se/prot-1928--fk--8/prot_1928__fk__8-019.jp2/_view,Mattias
prot-1928--ak--24,i-TVKjtzrcBDqz5jFu9rywzX,Birger Christenson,Södertälje,lmb,1875-07-01,Q5608366,,Herr Christenson i Södertälje:,https://betalab.kb.se/prot-1928--ak--24/prot_1928__ak__24-097.jp2/_view,Mattias
prot-1928--ak--3,i-TVqUiihzwK9RpYGxGakXwb,Raoul Hamilton,Ovesholm,"prot, vänstervilde, lib s, fris",1855-10-17,Q5786333,Vice talman andre kammaren denna tid,"Ordet lämnares härefter på begäran till herr förste vice talmannen, som yttrade:",https://betalab.kb.se/prot-1928--ak--3/prot_1928__ak__3-121.jp2/_view,Mattias
prot-1928--ak--37,i-TWNXFtrJiZwn9GnBWpriX6,Raoul Hamilton,Ovesholm,"prot, vänstervilde, lib s, fris",1855-10-17,Q5786333,Vice talman andre kammaren denna tid,Herr förste vice talmannen Hamilton:,https://betalab.kb.se/prot-1928--ak--37/prot_1928__ak__37-042.jp2/_view,Mattias
prot-1929--fk--35,i-Ya9sRJK7YTdfHkpv2bQ7Zu,Carl Lindhagen,"Stockholm, senare Äppelviken och Ålsten","folk p, lib s, vänstervilde, s, s vgr, vänstersocialistisk vilde",1860-12-17,Q55955,,Herr Lindhagen:,https://betalab.kb.se/prot-1929--fk--35/prot_1929__fk__35-043.jp2/_view,Mattias
prot-1929--fk--22,i-YaL7CqatvJgAWkVUUeQfap,Gustaf Tamm,"Fagersta, senare Ålsten","n, h",1876-09-12,Q6203654,,Herr Tamm:,https://betalab.kb.se/prot-1929--fk--22/prot_1929__fk__22-035.jp2/_view,Mattias
prot-1929--fk--26,i-Yanx9hK8y9VcCP3zSfVuiH,Anders Lindblad,Göteborg,s,1866-01-10,Q5954133,,Herr Lindblad:,https://betalab.kb.se/prot-1929--fk--26/prot_1929__fk__26-011.jp2/_view,Mattias
prot-1929--ak--35,i-UXh9rGB9DAJJhSCJXHkUTx,Axel Lindqvist,"Kosta, senare Halmstad",s,1878-10-23,Q5957397,,Herr Lindqvist i Halmstad:,https://betalab.kb.se/prot-1929--ak--35/prot_1929__ak__35-023.jp2/_view,Mattias
prot-1929--ak--28,i-UXpiiYtAiYZVir1YGGwfzk,Karl Magnusson,Skövde,"lmb, h",1877-12-17,Q5972050,,Herr Magnusson i Skövde:,https://betalab.kb.se/prot-1929--ak--28/prot_1929__ak__28-106.jp2/_view,Mattias
prot-1929--ak--25,i-UYym1krZHEnfMzkYkdbT1K,Björn Holmgren ,Karlskrona,"lmb, h",1872-06-28,Q5811441,,Herr Holmgren:,https://betalab.kb.se/prot-1929--ak--25/prot_1929__ak__25-008.jp2/_view,Mattias
prot-1930--fk--23,i-Upcaa94meAvorLCpSwpujU,Sven Lübeck,Stockholm,lmb,1877-06-02,Q5968560,OCR-tolkningsfel på namnet,Herr statsrådet Libeck:,https://betalab.kb.se/prot-1930--fk--23/prot_1930__fk__23-009.jp2/_view,Mattias
prot-1930--fk--34,i-UqhrkLHMKtTMMVSzDAEikz,Theodor Östergren,Karlskrona,s,1878-09-10,Q6257830,,Herr Östergren fortsatte:,https://betalab.kb.se/prot-1930--fk--34/prot_1930__fk__34-051.jp2/_view,Mattias
prot-1930--fk--3,i-UsEoRfZByAK2JLpQKucwp6,Sven Lübeck,Stockholm,lmb,1877-06-02,Q5968560,OCR-tolkningsfel på namnet,Herr statsrådet Liibeck:,https://betalab.kb.se/prot-1930--fk--3/prot_1930__fk__3-046.jp2/_view,Mattias
prot-1930--ak--5,i-RP5o2Pwthh2Cpwm2SideuD,Björn Holmgren ,Karlskrona,"lmb, h",1872-06-28,Q5811441,Ej yttrande. Namn kursivierat. Avlämnande av motion.,herr Holmgren:,https://betalab.kb.se/prot-1930--ak--5/prot_1930__ak__5-002.jp2/_view,Mattias
prot-1930--ak--39,i-RP8irnZfqnGLegDwYCzsZX,Robert Jansson ,Falun,s,1868-06-07,Q5879850,,Herr Jansson i Falun:,https://betalab.kb.se/prot-1930--ak--39/prot_1930__ak__39-094.jp2/_view,Mattias
prot-1930--ak--17,i-RQGr7FoZCUZwQKzmoyk1tu,Raoul Hamilton,Ovesholm,"prot, vänstervilde, lib s, fris",1855-10-17,Q5786333,Vice talman andre kammaren denna tid,"Ordet lämnades nu till herr förste vice talmannen, som yttrade:",https://betalab.kb.se/prot-1930--ak--17/prot_1930__ak__17-001.jp2/_view,Mattias
prot-1931--fk--28,i-YYRtqv2GpMh7V2Tdps3Erz,Elof Andersson,Fältenbrg,"lib s, fris, fp",1873-12-18,Q5554399,,"Herr Andersson, Elof:",https://betalab.kb.se/prot-1931--fk--28/prot_1931__fk__28-059.jp2/_view,Mattias
prot-1931--fk--20,i-YaWyDehDdHkCUoXtKscPxK,Carl Reuterskiöld,Uppsala,"vilde, bf",1870-01-12,Q6068957,,Herr Reuterskiöld:,https://betalab.kb.se/prot-1931--fk--20/prot_1931__fk__20-037.jp2/_view,Mattias
prot-1931--fk--21,i-Yc5TqMVL8dBufMwe2yEzgs,Robert Johansson-Dahr,Jönköping,"lib s, fris",1862-06-07,Q5888233,,Herr Johansson-Dahr:,https://betalab.kb.se/prot-1931--fk--21/prot_1931__fk__21-061.jp2/_view,Mattias
prot-1931--ak--37,i-WaNWYTRRNhowHt91QD7gus,Raoul Hamilton,Ovesholm,"prot, vänstervilde, lib s, fris",1855-10-17,Q5786333,Vice talman andre kammaren denna tid,"Talaren avbröts här av herr förste vice talmannan, som yttrade:",https://betalab.kb.se/prot-1931--ak--37/prot_1931__ak__37-003.jp2/_view,Mattias
prot-1867--fk--0326,i-PEzduQoCamz5Syfh8gdYVs,Carl Göran Mörner af Morlanda,Stockholm,kons p,1808-10-31,Q6001576,,Grefve Mörner Carl Göran:,https://betalab.kb.se/prot-1867--fk--0326/prot_1867__fk__0326-008.jp2/_view,Lotta
prot-1867--fk--0512,i-PFdp4ANUK3AWtkbgCBVQXs,Henning Hamilton,Hedenlunda,"""FK:s kons grupp""",1814-01-16,Q3054681,"Partiet saknas i Wikidata, andra finns",Grefve Hamilton:,https://betalab.kb.se/prot-1867--fk--0512/prot_1867__fk__0512-001.jp2/_view,Lotta
prot-1867--fk--0227,i-PGZcBJJ2NqwaasyNJr7m2j,Ludvig af Ugglas,Forsmark,Ministriella gruppen,1814-08-11,Q6218856,Parti saknas i Wikidata,Grefve af Ugglas:,https://betalab.kb.se/prot-1867--fk--0227/prot_1867__fk__0227-007.jp2/_view,Lotta
prot-1867--ak--0427,i-H2DMdC8p9C9iEmCxzAckq1,Jöns Pehrsson,Svaneryd,nylib ; Imp ; Imps:filial,1825-09-23,Q6039746,,Herr Jöns Pehrsson:,https://betalab.kb.se/prot-1867--ak--0427/prot_1867__ak__0427-008.jp2/_view,Lotta
